"paper_id","pattern_regex","example_file_1","example_file_2","example_file_3","llm_classification","detected_date"
"956797620903718","^Results_LTM_[0-9]+\.mat$","Results_LTM_10.mat","Results_LTM_11.mat","Results_LTM_12.mat","individual","2026-04-21 11:22:36"
"956797620903718","^Results_WM_[0-9]+\.mat$","Results_WM_10.mat","Results_WM_11.mat","Results_WM_12.mat","individual","2026-04-21 11:22:36"
"956797620903718","^Subject_Info_[0-9]+\.mat$","Subject_Info_10.mat","Subject_Info_11.mat","Subject_Info_12.mat","individual","2026-04-21 11:22:36"
"956797620903718","^Study_[0-9]+\.mat$","Study_1.mat","Study_10.mat","Study_11.mat","individual","2026-04-21 11:22:36"
"956797620903718","^Results_[0-9]+\.mat$","Results_1.mat","Results_10.mat","Results_11.mat","individual","2026-04-21 11:22:36"
"956797619863663","(no clear pattern)","B1Fulldata.csv","B2Modeldata.csv","B3Learningcurvesdata.csv","individual","2026-04-21 11:40:39"
"956797619895284","^[0-9]+_preprocessed\.csv$","107343_preprocessed.csv","108749_preprocessed.csv","111597_preprocessed.csv","individual","2026-04-21 11:45:39"
"956797620935584","^Sub[0-9]+_EB\.txt$","Sub01_EB.txt","Sub02_EB.txt","Sub03_EB.txt","individual","2026-04-21 13:11:19"
"956797620935584","^Sub[0-9]+_SC\.txt$","Sub01_EB.txt","Sub02_EB.txt","Sub03_EB.txt","individual","2026-04-21 13:11:19"
"9567976231217508","^fMRIPilot_Data_Export_Subj[0-9]+\.tsv$","fMRIPilot_Data_Export_Subj1.tsv","fMRIPilot_Data_Export_Subj10.tsv","fMRIPilot_Data_Export_Subj11.tsv","individual","2026-04-21 13:15:43"
"956797620939942","^P[0-9]+\.txt$","P0000.txt","P0002.txt","P0003.txt","individual","2026-04-21 15:38:57"
"956797620949461","^[0-9]+_control\.csv$","1_control.csv","1_main.csv","10_control.csv","individual","2026-04-21 15:40:08"
"956797620949461","^[0-9]+_main\.csv$","1_control.csv","1_main.csv","10_control.csv","individual","2026-04-21 15:40:08"
"956797618815441","^s[0-9]+\.csv$","googledat20.csv","s1.csv","s10.csv","individual","2026-04-21 16:09:23"
"956797621996667","^HC[0-9]+\.bdf$","HC001.bdf","HC002.bdf","HC003.bdf","individual","2026-04-21 16:10:18"
"956797621996667","^HC[0-9]+([0-9]+)\.bdf$","HC001.bdf","HC002.bdf","HC003.bdf","individual","2026-04-21 16:10:18"
"956797621996667","^HC[0-9]+-M[0-9]+_A_Linien_V[0-9]+\.log$","HC001-M083_A_Linien_V1.log","HC001-M083_B_Alter_V1.log","HC001-M083_C_Kriminell_V1.log","individual","2026-04-21 16:10:18"
"956797621996667","^HC[0-9]+-M[0-9]+_B_Alter_V[0-9]+\.log$","HC001-M083_A_Linien_V1.log","HC001-M083_B_Alter_V1.log","HC001-M083_C_Kriminell_V1.log","individual","2026-04-21 16:10:18"
"956797621996667","^HC[0-9]+-M[0-9]+_C_Kriminell_V[0-9]+\.log$","HC001-M083_A_Linien_V1.log","HC001-M083_B_Alter_V1.log","HC001-M083_C_Kriminell_V1.log","individual","2026-04-21 16:10:18"
"956797614561045","^[0-9]+_imOrd\.txt$","012701_imOrd.txt","013001_imOrd.txt","020101_imOrd.txt","individual","2026-04-21 16:21:14"
"956797614561045","^[0-9]+\.mat$","012701.mat","013001.mat","020101.mat","individual","2026-04-21 16:21:14"
"956797616685770","^[0-9]+_[0-9]+_[0-9]+_[0-9]+\.txt$","13_03_27_093249.txt","13_03_27_093959.txt","13_03_27_095108.txt","combined","2026-04-21 16:24:51"
"956797614543801","(no clear pattern)","defaults.xml","race4_abhwawhbahwb.xml","race4_abwhahwbawhb.xml","combined","2026-04-22 11:20:02"
"0956797616685770","^[0-9]+_[0-9]+_[0-9]+_[0-9]+\.txt$","13_03_27_093249.txt","13_03_27_093959.txt","13_03_27_095108.txt","individual","2026-04-22 11:41:30"
